composite_risk,Cluster,County,State
0.8887680935433467,1,Yell,AR
0.8883583601164926,1,Smith,MS
0.8874546839459497,1,Sioux,ND
0.8860599767517954,1,Raleigh,WV
0.8859579103700089,1,Union,LA
0.8853917589187008,1,Humphreys,TN
0.8852873658230861,1,Iberville,LA
0.8846287477741326,1,Dorchester,MD
0.8844047391740244,1,Sequoyah,OK
0.8811777889580883,1,Miller,AR
0.8800507625660199,1,Simpson,MS
0.8797966494409218,1,Greensville,VA
0.8793879312678696,1,Terrell,GA
0.8790886764385324,1,Cherokee,OK
0.8766688355452954,1,McKinley,NM
0.8751140999510113,1,Portsmouth,VA
0.8747660501853342,1,Warren,MS
0.8724156516441987,1,Muskogee,OK
0.8694435268886643,1,McCreary,KY
0.8686184903965957,1,Clay,GA
0.8677211359673539,1,Moore,TN
0.8673337452541722,1,Perry,MS
0.8651787011568147,1,Anson,NC
0.8644241801933265,1,Scotland,NC
0.8583657003309016,1,Scioto,OH
0.8578027013461913,1,Morgan,KY
0.8575988713515086,1,Taliaferro,GA
0.8573849383784607,1,Hempstead,AR
0.8565855785319714,1,Wilkinson,GA
0.8556874533165418,1,Edmonson,KY
0.8555998395216113,1,Lincoln,OK
0.8547240680926737,1,Lewis,KY
0.8542351655094534,1,Johnson,GA
0.8521497399386242,1,Pendleton,WV
0.8514223991638686,1,Bibb,AL
0.8509047931004005,1,Polk,TN
0.8503780550478134,1,Stewart,GA
0.8497354101631032,1,Calhoun,AL
0.8496036099732623,1,Grainger,TN
0.8462457152160395,1,Meigs,OH
0.843319737245798,1,Beaver,OK
0.8408616577969956,1,Terrebonne,LA
0.8402860931800538,1,Fayette,AL
0.8380586855659307,1,Glades,FL
0.837804718055056,1,Green,KY
0.837201383226281,1,Screven,GA
0.8361949589206823,1,Mason,WV
0.8347056706399038,1,McMinn,TN
0.8306998871119097,1,Casey,KY
0.8295864185239586,1,Benton,TN
0.8290775650843477,1,Catahoula,LA
0.8290680555813994,1,Fayette,PA
0.8269574704835001,1,St. Landry,LA
0.8263035105015629,1,Lawrence,TN
0.8261807359601799,1,Gates,NC
0.8245389145046877,1,Macon,GA
0.8233756320719996,1,Columbus,NC
0.8195477232061431,1,Hancock,KY
0.8192797394445879,1,Clayton,GA
0.8192481770228611,1,Latimer,OK
0.8186969366765762,1,Buckingham,VA
0.8179621742201274,1,Wayne,KY
0.8147506835029205,1,Tillman,OK
0.8144024199376395,1,West Baton Rouge,LA
0.8136878970721805,1,Dewey,OK
0.8128247247551676,1,McIntosh,GA
0.8105672166255541,1,Macon,TN
0.810566602925693,1,Greene,GA
0.8088003784140199,1,Love,OK
0.8065423806227193,1,Whitley,KY
0.805704434771523,1,Washington,GA
0.8042668137047985,1,Houston,TN
0.8039403289204684,1,Mercer,WV
0.8031876229909706,1,Monroe,OH
0.8031598391716906,1,Henry,AL
0.7988317409398445,1,Madison,FL
0.7976703799147609,1,Delaware,OK
0.7966415123479827,1,Coffee,AL
0.7963093277000028,1,Estill,KY
0.7942014532370244,1,Jefferson,OH
0.7936843402469174,1,Giles,TN
0.79251618741259,1,Lenoir,NC
0.7897538277102644,1,Caddo,OK
0.7882159394079047,1,Hocking,OH
0.7872181996517141,1,Chester,SC
0.7868021762702171,1,Obion,TN
0.784350005960486,1,Alcorn,MS
0.781631448232073,1,Fentress,TN
0.7811959177546397,1,Lauderdale,MS
0.7810721522140203,1,Metcalfe,KY
0.7809776091854574,1,Randolph,AL
0.7805180466319459,1,Cotton,OK
0.7802583064458238,1,Webster,MS
0.7798457096562472,1,Pendleton,KY
0.7763802279880422,1,Baker,GA
0.7757097840641066,1,Bell,KY
0.7741122679273827,1,Calhoun,WV
0.7734423800997291,1,Cherokee,AL
0.7728000597301697,1,Lamar,AL
0.7718666720327487,1,Winn,LA
0.7717037888475285,1,Assumption,LA
0.7685886555867333,1,Evans,GA
0.7660479548969136,1,Roane,TN
0.7630644707036633,1,Drew,AR
0.7630490244865327,1,Greene,MS
0.7626758255932083,1,Franklin,VA
0.7615185197263614,1,Chilton,AL
0.7611553194425379,1,Chesterfield,SC
0.7594795742532733,1,Tipton,TN
0.7587740116402563,1,Webster,GA
0.7555471407216975,1,George,MS
0.7547169209741852,1,Pickett,TN
0.7544677977645636,1,White,IN
0.7539080901009915,1,Prentiss,MS
0.7507570239376957,1,Bradford,FL
0.7490616687906754,1,Cherokee,SC
0.7490523685624992,1,Saluda,SC
0.7484660830643154,1,Washington,FL
0.7482458320358092,1,Allen,KY
0.746618616956549,1,Trimble,KY
0.7459909888011841,1,Cross,AR
0.7457223984487807,1,Mayes,OK
0.7441785300749508,1,Tippah,MS
0.7438702684914311,1,Taylor,FL
0.7423566089188215,1,Montgomery,GA
0.741930529438484,1,Carlisle,KY
0.7395961486773327,1,Ouachita,AR
0.7382950360009085,1,Calhoun,AR
0.7380472808218913,1,Upshur,WV
0.7380372408537814,1,Halifax,VA
0.736871452939404,1,Claiborne,MS
0.7356208621995446,1,Lincoln,AR
0.7355900711003629,1,Hickman,KY
0.7354573456114896,1,Elliott,KY
0.7350819592278263,1,Chester,TN
0.7345826364270188,1,Menifee,KY
0.7344088197401563,1,Grant,LA
0.7343048653318486,1,Cleveland,AR
0.7331789238645543,1,Noble,OK
0.732512553223755,1,Crockett,TN
0.7320335686521068,1,West Feliciana,LA
0.7317800020114861,1,Cumberland,VA
0.7312605994207632,1,Martin,IN
0.7311583657352132,1,Brunswick,VA
0.7308979694860522,1,Covington,AL
0.7305632518663773,1,Hopkins,KY
0.7304467486712661,1,Lonoke,AR
0.72970418820003,1,Bledsoe,TN
0.7295698476967977,1,Bracken,KY
0.7287890701419535,1,Stewart,TN
0.7279161223194465,1,Hancock,MS
0.7277643761406979,1,Cumberland,KY
0.7274415783199908,1,Lincoln,GA
0.7258355763413864,1,Smith,TN
0.725562745773387,1,Perquimans,NC
0.7252493197125144,1,Morgan,OH
0.7248261567326715,1,Mineral,WV
0.7226236158162417,1,Allen,LA
0.7218461613321993,1,Jenkins,GA
0.720442001513589,1,Blount,AL
0.7191070710983022,1,Laurens,GA
0.7186637334656503,1,Marion,MS
0.7183467709491743,1,Stone,MS
0.717516108559322,1,Bradley,AR
0.7174923014546051,1,Caldwell,KY
0.7164012673512126,1,Carroll,TN
0.7163023383436607,1,Robertson,TN
0.7158244185798786,1,Dougherty,GA
0.7154513910120092,1,Lewis,WV
0.7148658714228872,1,Avoyelles,LA
0.7142335045943943,1,Effingham,GA
0.7141325788277381,1,Monroe,TN
0.7137980557811109,1,Edgefield,SC
0.7126903409862736,1,Magoffin,KY
0.7126496521265757,1,Marshall,OK
0.7111870158710512,1,West Carroll,LA
0.7101245202105577,1,St. Clair,AL
0.7096735758900091,1,Montgomery,AL
0.709206476731408,1,Tangipahoa,LA
0.7087949275329629,1,Le Flore,OK
0.707521802648498,1,Campbell,TN
0.7075153048721258,1,Choctaw,MS
0.7068106769126229,1,Searcy,AR
0.7067589405282649,1,Geneva,AL
0.7056300355931169,1,Taylor,GA
0.7051784422839773,1,Vernon,LA
0.705151525112535,1,Ziebach,SD
0.7048664134982152,1,Nottoway,VA
0.7042019851047108,1,Surry,VA
0.7031275894911789,1,Taylor,WV
0.7026503489434371,1,Muhlenberg,KY
0.7020950834662018,1,Jackson,WV
0.7013895094643108,1,Monroe,WV
0.6985310370619928,1,Little River,AR
0.6977898763633333,1,Rapides,LA
0.6957194092897495,1,Butler,KY
0.693529491292175,1,Clay,KS
0.693236024622634,1,Okmulgee,OK
0.6922854435943188,1,Sevier,AR
0.6915094152851087,1,Wyandotte,KS
0.6905188776388825,1,Jackson,AL
0.6892379785620655,1,Braxton,WV
0.6874653121372027,1,Lake,MI
0.6869974382024384,1,Anderson,KY
0.686679232112687,1,Berrien,GA
0.6862674189177406,1,Clay,TN
0.6831495493389903,1,Arkansas,AR
0.6808181265823219,1,Lafayette,FL
0.6805448700246075,1,St. James,LA
0.6803783855551634,1,Treutlen,GA
0.6801044817501126,1,Hampshire,WV
0.6799148591859271,1,Marshall,WV
0.6763683046649198,1,Hughes,OK
0.675418060811306,1,Mobile,AL
0.6753615704603387,1,Cullman,AL
0.6741630090297929,1,Prairie,AR
0.6738468726604642,1,Colbert,AL
0.6727217331187292,1,Richmond,GA
0.6726223549415676,1,San Augustine,TX
0.6699739335978524,1,Gilmer,WV
0.6689380938147351,1,Pushmataha,OK
0.6674740906234907,1,Jefferson,OK
0.6671258465909797,1,Hancock,WV
0.6664907005799151,1,Holmes,FL
0.6659672014476451,1,Etowah,AL
0.6658705496529994,1,Pulaski,GA
0.6643606512297253,1,Sumter,GA
0.6636318379250138,1,Saginaw,MI
0.6592969516647289,1,Henderson,KY
0.6573183016099738,1,Seminole,GA
0.6559759483072612,1,Wilcox,GA
0.6559241131093618,1,Washita,OK
0.6557857845578791,1,Rockcastle,KY
0.6553501256831898,1,DeSoto,FL
0.6547469849076027,1,Grayson,KY
0.6520899158854536,1,Wayne,MO
0.6520106664665473,1,Logan,KY
0.6515856017133004,1,Unicoi,TN
0.6501962617149638,1,Coffee,TN
0.6498706635659365,1,Elk,KS
0.6491520303824425,1,Bennett,SD
0.6491059177757287,1,Itawamba,MS
0.6472846925856507,1,Hamblen,TN
0.644350151634593,1,Sampson,NC
0.6435518368627348,1,Okfuskee,OK
0.6433895662917639,1,Pasquotank,NC
0.6426793362819456,1,Conway,AR
0.6397327704944783,1,Houston,AL
0.6395524979509029,1,Garrard,KY
0.6393409413985421,1,Henry,KY
0.6383588028319894,1,Union,AR
0.6378976949945981,1,Columbia,AR
0.6374696709744045,1,Emanuel,GA
0.6372663106961504,1,Fulton,KY
0.6366898499050969,1,Robertson,KY
0.63547250272817,1,Rosebud,MT
0.6345933694785583,1,Trigg,KY
0.6333952308810359,1,Natchitoches,LA
0.6323313224159176,1,Pontotoc,OK
0.6319425798817749,1,Craig,OK
0.6317661054514884,1,Harrison,WV
0.627781677893322,1,King and Queen,VA
0.6268550159669827,1,Duplin,NC
0.6259787097633215,1,Webster,WV
0.6250847637473707,1,Cumberland,TN
0.6240367254508737,1,Northampton,VA
0.6238359013583811,1,Starke,IN
0.6216876027484945,1,Jefferson,TN
0.6204971305703312,1,Atoka,OK
0.6193656174392722,1,Blount,TN
0.618416078684767,1,Wilkes,GA
0.6173692657459862,1,Henderson,TN
0.6167599767026101,1,Henry,TN
0.6126314447376485,1,Carter,KY
0.6119954143331425,1,Breckinridge,KY
0.610340573818772,1,Jackson,AR
0.6102607494972944,1,McCurtain,OK
0.6100198422429138,1,Crittenden,KY
0.6087476361073133,1,Pearl River,MS
0.6086143397540521,1,Hancock,TN
0.6085770297756782,1,Ballard,KY
0.6077328727821022,1,Van Wert,OH
0.6077240043594461,1,Dade,MO
0.6053875305274781,1,Woodward,OK
0.6040670641571803,1,Roger Mills,OK
0.6029593858142548,1,Perry,TN
0.6027741165259163,1,Fulton,AR
0.6027345514226709,1,DeKalb,TN
0.6025321371650885,1,Hoke,NC
0.6024871542961218,1,Warren,TN
0.6020904894151179,1,Pittsburg,OK
0.5985927267756,1,Pottawatomie,OK
0.5982681009748404,1,Osage,OK
0.5979581033981825,1,Jackson,OH
0.5974908641042633,1,Carroll,KY
0.5974360323354295,1,Marion,GA
0.5973499371170524,1,Chowan,NC
0.5972520131638149,1,McDowell,NC
0.5959461875455895,1,Perry,AR
0.5944417854411703,1,Independence,AR
0.5937426147740377,1,Owsley,KY
0.5928017486021137,1,Gladwin,MI
0.5909289776392276,1,Alfalfa,OK
0.5898867669994152,1,Hot Spring,AR
0.5890285195912269,1,Evangeline,LA
0.5878272980369512,1,Colquitt,GA
0.5873849900329676,1,Nicholas,KY
0.5865977073369892,1,Jackson,OK
0.5865879244509111,1,Stephens,GA
0.5865752204977374,1,Baldwin,GA
0.5856150066659351,1,Decatur,TN
0.585385515314506,1,Kingfisher,OK
0.5844399689564804,1,Jefferson Davis,LA
0.5824163797506262,1,Appling,GA
0.5820189350920785,1,Pittsylvania,VA
0.582017763557019,1,Jackson,FL
0.581901242845193,1,Madison,GA
0.5808024797402469,1,Florence,SC
0.5805019786359731,1,Newton,AR
0.5797002028980807,1,Garfield,WA
0.5796294508074832,1,Woodruff,AR
0.5790745373687367,1,Ottawa,KS
0.578975625361846,1,Wetzel,WV
0.5782533594164375,1,Hardee,FL
0.5769686375276982,1,Ouachita,LA
0.5765864327561429,1,Kingman,KS
0.5760368166218058,1,Fulton,OH
0.5753039155573608,1,Russell,KY
0.5750534691056784,1,Lafourche,LA
0.5749772356995447,1,Lee,MS
0.5747916293828774,1,Rogers,OK
0.5745658009453277,1,Ritchie,WV
0.5743698068432612,1,Gallia,OH
0.5741797671291435,1,Sharp,AR
0.573594258069421,1,Glacier,MT
0.5725120117589813,1,Beauregard,LA
0.5723878232309519,1,Cumberland,NC
0.571146842356484,1,Thomas,GA
0.5710736437134091,1,Cabell,WV
0.5706209942518508,1,Johnson,AR
0.569218884264927,1,Barton,MO
0.5682151778435005,1,Granville,NC
0.5678461041392208,1,Swain,NC
0.5676410188570197,1,Bradley,TN
0.5672396720356181,1,Banner,NE
0.5672033765264562,1,Dixie,FL
0.5669991653821208,1,Coal,OK
0.566993512544462,1,Doddridge,WV
0.5668587855649717,1,Polk,AR
0.5650796613260287,1,Hamilton,FL
0.5644497941476562,1,Wilson,NC
0.5641274499661294,1,Lee,VA
0.5635634201894454,1,Ben Hill,GA
0.5625424959999864,1,Marion,TX
0.5604877342238377,1,Union,TN
0.5601021216966282,1,Cannon,TN
0.557991689676273,1,Marshall,TN
0.5575760325173652,1,Meade,KY
0.5571585298576994,1,Fayette,WV
0.5569164099145387,1,Greenwood,SC
0.5565816125080235,1,Taylor,KY
0.5564372515142001,1,Lewis,TN
0.5556819729427275,1,Claiborne,TN
0.5553500374669167,1,Cherokee,KS
0.5551186157344664,1,Pike,OH
0.5545259214767985,1,Pickaway,OH
0.5532643736582948,1,Somerset,PA
0.5500898647940102,1,Randolph,IN
0.5486548641824773,1,Union,GA
0.5485769280006115,1,Weakley,TN
0.5482702580316687,1,Harrison,IN
0.5471433070583869,1,Owen,IN
0.5471192734365665,1,Logan,AR
0.5470649907700963,1,Harmon,OK
0.5468987889644877,1,Hyde,NC
0.5460092808548106,1,Columbiana,OH
0.5444511376047048,1,Jackson,MS
0.5437542093717008,1,Bleckley,GA
0.5436481071970638,1,Mercer,KY
0.5432537436490769,1,Ross,OH
0.5420156975989983,1,Coshocton,OH
0.5419664847896397,1,Northumberland,VA
0.541627465935122,1,Iberia,LA
0.5414104120233296,1,Georgetown,SC
0.5411527208903614,1,Wilson,KS
0.5399959350756368,1,Pontotoc,MS
0.5397978345191703,1,Putnam,FL
0.5393032199009028,1,Wagoner,OK
0.5387873257707974,1,Grant,IN
0.5383430465902616,1,Webster,KY
0.5371063576487588,1,Lincoln,KY
0.5370999403491259,1,Jones,GA
0.5363527715033006,1,Grant,KY
0.5362009967892913,1,Hampton,VA
0.534384834465891,1,Tucker,WV
0.5340363122894989,1,Pointe Coupee,LA
0.5339267179005459,1,Roosevelt,MT
0.53383711731182,1,Autauga,AL
0.5333874377199358,1,Scott,TN
0.5329923825609635,1,Lincoln,LA
0.5318505307400158,1,Todd,KY
0.5317518116371995,1,Decatur,KS
0.5280164225201304,1,Candler,GA
0.5271099278483419,1,Howard,AR
0.5270621988241989,1,Mitchell,GA
0.5262805607268896,1,Greenbrier,WV
0.525803764967306,1,Cass,TX
0.5256735358481084,1,Logan,OK
0.5218075556630594,1,Grady,GA
0.5203157517239189,1,Elbert,GA
0.5201844233455477,1,Rockdale,GA
0.5194311244207525,1,Lanier,GA
0.5189074779050432,1,Early,GA
0.5184229871938498,1,Baker,FL
0.5176493289024052,1,La Salle,LA
0.5166030340305338,1,Adams,WA
0.5165335118608642,1,Wayne,NC
0.5164352182905116,1,Worth,GA
0.5160464484307882,1,Lawrence,AR
0.5158727425472293,1,Nash,NC
0.5154398949340113,1,Toombs,GA
0.5144846272366123,1,Osage,KS
0.5140771306797827,1,St. Bernard,LA
0.5140115788528596,1,Jay,IN
0.5136587005072962,1,Union,MS
0.5135624822158411,1,Daviess,IN
0.5125974377431497,1,Tift,GA
0.5125945598940166,1,Washington,OH
0.5117880199076696,1,Telfair,GA
0.511229133246731,1,Lauderdale,AL
0.5109870408136746,1,Wood,WV
0.5099327024650482,1,Liberty,GA
0.5091628576114563,1,DeSoto,MS
0.5089235919042278,1,Waller,TX
0.5049952676148236,1,Ozark,MO
0.5034403348974796,1,Minidoka,ID
0.5029130754377441,1,Caroline,MD
0.5012746780142724,1,Hinds,MS
0.5004322171996712,1,Brown,OH
0.5000300040277786,1,Overton,TN
0.4979710099345393,1,Mecklenburg,VA
0.49768953371802416,1,Jefferson,FL
0.49729760378146004,1,Suwannee,FL
0.49727554052763,1,White,TN
0.4971572799124638,1,Franklin,KY
0.49651250925119456,1,Cibola,NM
0.49625445924696615,1,Forest,WI
0.4956516452530467,1,Angelina,TX
0.49562961799068306,1,Fulton,IN
0.4948951485201364,1,Southampton,VA
0.49294654019187895,1,Hart,KY
0.49273420946930785,1,Adams,WI
0.492425620877673,1,Walker,GA
0.49198703618818534,1,Grant,AR
0.4901131577369277,1,Maury,TN
0.48883944882947133,1,Gibson,TN
0.48834864829860625,1,Peach,GA
0.48781095567589017,1,Stephens,OK
0.48761001847038826,1,Somerset,ME
0.4869560199969322,1,Stone,AR
0.48537008312715696,1,Jasper,GA
0.48355603048266305,1,Marion,AR
0.4819425885253149,1,Bullitt,KY
0.48116024054402445,1,Carroll,OH
0.4810888308152454,1,Caddo,LA
0.48036222485010616,1,Van Buren,AR
0.4794978128490609,1,Meigs,TN
0.4794818017118184,1,Washington,OK
0.47940748547665457,1,Schley,GA
0.4769118969093129,1,Bourbon,KS
0.4767484539337028,1,Accomack,VA
0.4765652274887679,1,Jackson,LA
0.4763501396587044,1,Richmond,NC
0.4725651334688415,1,Tuscaloosa,AL
0.4723233790978925,1,Sequatchie,TN
0.4713771279950816,1,Franklin,AL
0.4711061509785038,1,Crawford,IN
0.470931008333903,1,Craighead,AR
0.4706045660770547,1,Harrison,MS
0.46930271214495606,1,Williams,OH
0.467652681222145,1,Warren,IN
0.4670593935142801,1,Lunenburg,VA
0.46695902466393563,1,Calcasieu,LA
0.4664196114665327,1,Rockingham,NC
0.46606969370008355,1,Washington,MO
0.46462555487654883,1,Pemiscot,MO
0.4643336018438057,1,Madison,TN
0.4637595673557219,1,Levy,FL
0.46226722909359996,1,Maries,MO
0.4617325959056662,1,Greene,TN
0.4589166049941826,1,Crawford,GA
0.4588335071379261,1,Harrison,KY
0.45771391813122936,1,DeKalb,AL
0.4563308541048519,1,Crisp,GA
0.4549443849942613,1,Murray,GA
