composite_risk,Cluster,County,State
0.45469922766254867,1,Dickson,TN
0.45466572046811604,1,Carroll,VA
0.45408804042848555,1,Vermillion,IN
0.45294336116358913,1,Muscogee,GA
0.45273685063823865,1,Morgan,AL
0.45213670386492455,1,Tattnall,GA
0.4520740508371196,1,Cheatham,TN
0.4514529324307599,1,Wabash,IN
0.4511704181928608,1,Montgomery,AR
0.45085196034878133,1,Guernsey,OH
0.4507945323894501,1,Scott,AR
0.4506723619990147,1,Allen,OH
0.4506499136929089,1,Wayne,GA
0.45012127449246103,1,St. Martin,LA
0.450063345928631,1,Harper,OK
0.44915602440768554,1,Logan,OH
0.4483436653553144,1,Clinton,KY
0.4475360389888939,1,Lawrence,IN
0.44581411767266765,1,Montgomery,NC
0.4456376038439852,1,Tyrrell,NC
0.44476793410073207,1,Miami,IN
0.4446240348199349,1,Dinwiddie,VA
0.4434152170111125,1,Sullivan,IN
0.4432469820862098,1,Pike,AR
0.4431458562205002,1,Harrison,OH
0.4429302860478317,1,Lincoln,TN
0.44176292622482694,1,Upson,GA
0.44147387740352545,1,Perry,AL
0.44031720745063924,1,Marion,KY
0.4388394111469794,1,Ogemaw,MI
0.4383380082214183,1,Muskegon,MI
0.43816484426472674,1,Izard,AR
0.4365937187826248,1,Kay,OK
0.43580902124797133,1,Hickory,MO
0.43442982485308274,1,Rhea,TN
0.4335744019015403,1,Kanawha,WV
0.43316847593365776,1,Roscommon,MI
0.43290293745293607,1,Morgan,TN
0.4325441230145061,1,Wahkiakum,WA
0.43138348888236894,1,Orange,IN
0.4307828291338794,1,Elmore,AL
0.43041515197248403,1,Franklin,TN
0.4303209363059513,1,Reno,KS
0.43005089031238725,1,Switzerland,IN
0.42922239785946675,1,Jefferson,NE
0.4287928258905751,1,Alcona,MI
0.4286027723815341,1,Clearfield,PA
0.4285326369740556,1,Morgan,WV
0.42851518020303103,1,Columbia,FL
0.42836311067362887,1,New Madrid,MO
0.42722941770233397,1,Tuscarawas,OH
0.4266863660149691,1,Beaufort,NC
0.42652843309764865,1,Union,KY
0.4226698952858315,1,Navajo,AZ
0.4221121754080762,1,Benson,ND
0.4218860133010723,1,Morris,TX
0.42179017090246124,1,Harrison,TX
0.4212667337163349,1,Clinch,GA
0.4191415912891795,1,Wicomico,MD
0.4190135920656114,1,Blaine,MT
0.4189566441895792,1,Clay,AR
0.4185307993913187,1,Howard,IN
0.41683649528039357,1,Allen,KS
0.4162798957613549,1,Morgan,IN
0.41530372401077775,1,Kent,DE
0.4150284395371555,1,Shelby,KY
0.41476869834053515,1,Henry,VA
0.41452844708486875,1,Pocahontas,WV
0.4144271429518929,1,Blaine,OK
0.4138976998560562,1,Marion,OH
0.41267468536390123,1,La Paz,AZ
0.41185499626361166,1,Dodge,GA
0.40998690514542435,1,Anderson,TN
0.4095374196953599,1,Clinton,IN
0.4081793948386583,1,Genesee,MI
0.4067413492448466,1,Kershaw,SC
0.405648302181663,1,Charlotte,VA
0.40549040360445204,1,Henry,IN
0.4051247890153292,1,Limestone,TX
0.4049567253394711,1,Asotin,WA
0.40476300927425346,1,Randolph,WV
0.4039233546460067,1,Monroe,KY
0.40338917331423474,1,Ware,GA
0.4032540670016785,1,Montgomery,KY
0.4013955826641036,1,Putnam,OH
0.4013909592940048,1,Warren,PA
0.39874294326118437,1,Floyd,GA
0.39825491439842764,1,Essex,VA
0.396243792380209,1,Wheeler,GA
0.395743096152544,1,Troup,GA
0.3938191545407709,1,Caldwell,NC
0.39346922269830836,1,Cheboygan,MI
0.3922743537978987,1,Larue,KY
0.3893007686954437,1,Washington,KY
0.38850887920345134,1,Spalding,GA
0.38686820246560966,1,Fountain,IN
0.38612954166325275,1,Sullivan,TN
0.3855194542482148,1,Jefferson,IN
0.3844454940020284,1,Bay,MI
0.3842804984570892,1,Hendry,FL
0.3837241664113079,1,Buchanan,MO
0.3817752099522587,1,Grays Harbor,WA
0.3815093012998448,1,Caldwell,MO
0.38143165505252197,1,Champaign,OH
0.38112317849959654,1,Amherst,VA
0.3779819315594533,1,Tazewell,VA
0.37783841360225356,1,Cleveland,NC
0.3759254801420258,1,Jasper,TX
0.3750617302832539,1,Citrus,FL
0.374732456518537,1,Huntington,IN
0.37391215326405813,1,Rowan,NC
0.37316496338701655,1,Paulding,OH
0.37290073374900184,1,Bath,KY
0.37256654621820157,1,Preston,WV
0.371994752635452,1,Wayne,TN
0.37195227589880353,1,Pamlico,NC
0.37177305829533414,1,Grant,OK
0.3714971740645311,1,Franklin,NC
0.371265588075887,1,Clark,OH
0.37045783516544867,1,Cass,MI
0.3697989100583903,1,Highlands,FL
0.3694283533393999,1,Sandusky,OH
0.36925222839626454,1,Houston,GA
0.369202241636107,1,Hart,GA
0.36841914014106064,1,Pender,NC
0.36832853532963455,1,Westmoreland,VA
0.36809125767802897,1,Canadian,OK
0.36797568095276934,1,Aiken,SC
0.3661784665224059,1,Hickman,TN
0.36601914012357445,1,Greene,IN
0.3653347443285696,1,Sumter,AL
0.3639722142115211,1,Garvin,OK
0.3638987918431337,1,Baraga,MI
0.36384261658821415,1,McCracken,KY
0.36299143249012833,1,Oceana,MI
0.36191793534223954,1,Cedar,MO
0.3615219469605994,1,Reynolds,MO
0.3608758597560628,1,Arenac,MI
0.3607990336880447,1,Mackinac,MI
0.35982483335745696,1,Lancaster,SC
0.35934547837540826,1,Benton,MO
0.35886676756564956,1,Johnston,NC
0.3557416486184712,1,Lamar,GA
0.35406083605315103,1,Monroe,GA
0.3538942803276893,1,Pulaski,IN
0.3521244999236594,1,Cimarron,OK
0.3514143836718822,1,Noble,OH
0.3511345800760074,1,Wyandot,OH
0.35082088905652536,1,Morrow,OH
0.35064963720438647,1,Allegany,MD
0.3494733561360678,1,Ohio,WV
0.3491895516344936,1,Jeff Davis,GA
0.34820856366703856,1,Ralls,MO
0.34756301860372496,1,Marion,AL
0.34579505203792343,1,Baxter,AR
0.3445304577733017,1,Tishomingo,MS
0.34430516506117353,1,Ontonagon,MI
0.34390499951276504,1,Bibb,GA
0.342556153614197,1,Cowlitz,WA
0.34240530526497676,1,Huron,OH
0.3409253379822288,1,Stokes,NC
0.3405252090274473,1,Wilson,TN
0.3404342157546658,1,Sussex,VA
0.3402350490252647,1,Hodgeman,KS
0.34001993330096525,1,Pulaski,KY
0.33872471104182267,1,Bossier,LA
0.33788810174891815,1,Greer,OK
0.3366492382408823,1,Iosco,MI
0.3352902837389498,1,Tyler,WV
0.33482768307045024,1,Bedford,TN
0.33398894741982227,1,Perry,OH
0.33286132124581896,1,Whitfield,GA
0.3323292398333648,1,Owen,KY
0.332213687222119,1,Rowan,KY
0.33182248131983005,1,Mason,KY
0.3312659576193412,1,Schoolcraft,MI
0.33083443783068817,1,Cleburne,AR
0.3308327250894177,1,Lake,IN
0.327300283024406,1,Seneca,OH
0.32500682880691917,1,Jackson,IN
0.3233535171203881,1,Stoddard,MO
0.3228310237092419,1,Madison,IN
0.3224063405875202,1,Blackford,IN
0.32158761858019436,1,Christian,KY
0.32097729964222455,1,Montgomery,KS
0.320279767714642,1,Blair,PA
0.3199158180819976,1,Martinsville,VA
0.31876598804722284,1,Marion,WV
0.3183069831978074,1,Charles,MD
0.3182022883207155,1,Chippewa,MI
0.31812342418398903,1,Putnam,WV
0.31783760297548286,1,Woods,OK
0.317152376191867,1,Polk,FL
0.3162192996962146,1,Sebastian,AR
0.31609066137281444,1,Crawford,OH
0.3117848559796722,1,Simpson,KY
0.3072392650688878,1,Livingston,KY
0.3062315582412647,1,Loudon,TN
0.3058887042137449,1,Decatur,IN
0.3032576761239895,1,Cook,GA
0.30303301655108644,1,Muskingum,OH
0.30210993795252916,1,Carroll,GA
0.30188153439348203,1,Armstrong,PA
0.29736855414558533,1,Atkinson,GA
0.2972375013440782,1,Carroll,AR
0.2967971587390533,1,Johnson,TN
0.2953470884595832,1,Jefferson,LA
0.28792513596312,1,Pike,IN
0.28640028359918246,1,Hopewell,VA
0.2853570350079579,1,Keweenaw,MI
0.2849579422347278,1,Fayette,OH
0.2828002098554155,1,Barren,KY
0.2819115389644976,1,Dent,MO
0.2817603803602223,1,Dundy,NE
0.2811380191451476,1,Forrest,MS
0.27972286527314816,1,Presque Isle,MI
0.27865976513429586,1,Grundy,TN
0.2780451732494377,1,Fleming,KY
0.2765784917969641,1,Aroostook,ME
0.27400151810646883,1,Texas,MO
0.2709681161962947,1,Sullivan,MO
0.2707668783293622,1,Stafford,KS
0.268896790910219,1,Scott,MO
0.26603052591903276,1,Cambria,PA
0.2630899676493662,1,Kalkaska,MI
0.2621866676743219,1,Decatur,GA
0.26119086966690347,1,Vermilion,LA
0.25765407410912206,1,Lucas,OH
0.25526134651090243,1,Belmont,OH
0.2506637249996427,1,Washington,TN
0.2505417508741042,1,Montmorency,MI
0.24137901597266698,1,Oscoda,MI
0.23965952587826728,1,Anderson,SC
0.23764292222563826,1,Plaquemines,LA
0.23698578447718904,1,Patrick,VA
0.2368026736534596,1,Antrim,MI
0.2337484470538109,1,Rutherford,NC
0.23042090365027862,1,Gasconade,MO
0.22571408439811627,1,Acadia,LA
0.22485268100409295,1,Wise,VA
0.22123329389059845,1,Crawford,PA
0.21994242197679134,1,Coos,OR
0.21667347512474802,1,Neosho,KS
0.21039082548838678,1,Price,WI
0.1884200193136725,1,Wolfe,KY
0.18620405268484055,1,Potter,PA
0.1855805605892724,1,Ashtabula,OH
0.18173438003926018,1,Roanoke,VA
0.17032088799272854,1,Shelby,TN
0.16927856007358702,1,Randolph,AR
0.16887550507109186,1,Danville,VA
0.1582634734673211,1,Madison,AL
0.15253903486216672,1,Calhoun,MI
0.1457859163360644,1,Berrien,MI
0.13359861463298017,1,Hardin,TN
0.11922202202677136,1,St. Louis,MO
0.10522407452188785,1,Pacific,WA
0.0888128928107129,1,Lancaster,VA
0.07470535807786674,1,Charles Mix,SD
0.014562142387404244,1,Montgomery,OH
-0.05873614074180541,1,Jefferson,AL
-0.19239955322012875,1,Baltimore,MD
